N,P,K,temprature,humidity,ph,rainfall,label
70,38,31,30.93,55,6.17,616.86,Pearl Millet (Bajra)
73,39,32,30.53,55,6.28,603.2,Pearl Millet (Bajra)
72,38,32,30.78,55,6.29,627.52,Pearl Millet (Bajra)
75,39,32,30.59,56,6.18,620.07,Pearl Millet (Bajra)
71,39,31,30.88,55,6.18,609.35,Pearl Millet (Bajra)
74,38,31,30.74,55,6.17,606.68,Pearl Millet (Bajra)
72,39,31,30.81,55,6.12,616.14,Pearl Millet (Bajra)
72,38,32,30.7,54,6.12,613.92,Pearl Millet (Bajra)
72,40,32,30.66,56,6.18,615.37,Pearl Millet (Bajra)
73,39,31,30.63,54,6.14,600.69,Pearl Millet (Bajra)
74,37,32,30.65,56,6.16,624.74,Pearl Millet (Bajra)
74,39,31,30.84,55,6.1,601.41,Pearl Millet (Bajra)
73,38,31,30.67,54,6.21,620.41,Pearl Millet (Bajra)
73,40,32,30.72,54,6.27,618.18,Pearl Millet (Bajra)
70,39,32,30.74,56,6.24,615.63,Pearl Millet (Bajra)
72,38,31,30.7,55,6.2,604.22,Pearl Millet (Bajra)
75,39,32,30.7,55,6.27,609.6,Pearl Millet (Bajra)
70,38,33,30.76,56,6.11,607.94,Pearl Millet (Bajra)
71,39,32,30.52,54,6.16,620.13,Pearl Millet (Bajra)
72,38,32,30.75,55,6.14,616.63,Pearl Millet (Bajra)
71,38,32,30.87,55,6.15,609.36,Pearl Millet (Bajra)
71,39,31,30.77,54,6.16,619.92,Pearl Millet (Bajra)
74,39,33,30.71,54,6.18,601.82,Pearl Millet (Bajra)
73,37,32,30.57,55,6.18,606.88,Pearl Millet (Bajra)
71,38,31,30.54,55,6.14,616.43,Pearl Millet (Bajra)
70,38,33,30.86,56,6.18,613.54,Pearl Millet (Bajra)
72,39,33,30.71,56,6.15,612.86,Pearl Millet (Bajra)
70,38,32,30.78,55,6.15,604.81,Pearl Millet (Bajra)
73,37,32,30.64,55,6.26,610.03,Pearl Millet (Bajra)
74,39,33,30.66,54,6.12,615.31,Pearl Millet (Bajra)
71,40,33,30.7,55,6.14,617.18,Pearl Millet (Bajra)
71,39,32,30.96,56,6.19,615.83,Pearl Millet (Bajra)
73,38,33,30.85,55,6.2,613.84,Pearl Millet (Bajra)
74,39,32,30.92,54,6.3,621.16,Pearl Millet (Bajra)
70,37,32,30.87,55,6.16,608.76,Pearl Millet (Bajra)
73,37,31,30.69,55,6.16,607.46,Pearl Millet (Bajra)
71,37,32,30.77,56,6.22,609.34,Pearl Millet (Bajra)
71,37,32,30.53,55,6.26,618.6,Pearl Millet (Bajra)
71,39,31,30.82,55,6.11,611.76,Pearl Millet (Bajra)
72,39,32,30.83,55,6.27,607.98,Pearl Millet (Bajra)
73,40,32,30.6,55,6.29,623.77,Pearl Millet (Bajra)
74,37,31,30.65,55,6.21,606.87,Pearl Millet (Bajra)
73,39,32,30.9,54,6.27,612.85,Pearl Millet (Bajra)
75,38,32,30.9,55,6.26,613.22,Pearl Millet (Bajra)
72,39,32,30.9,56,6.19,615.13,Pearl Millet (Bajra)
72,39,32,30.58,55,6.1,613.93,Pearl Millet (Bajra)
72,39,32,30.77,55,6.27,615.68,Pearl Millet (Bajra)
71,38,33,30.76,54,6.16,604.12,Pearl Millet (Bajra)
71,38,32,30.87,55,6.26,606.26,Pearl Millet (Bajra)
70,38,32,30.54,55,6.24,617.59,Pearl Millet (Bajra)
74,38,32,30.71,54,6.19,617.98,Pearl Millet (Bajra)
74,40,32,30.72,55,6.12,610.17,Pearl Millet (Bajra)
72,39,31,30.64,55,6.18,617.71,Pearl Millet (Bajra)
73,38,32,30.83,55,6.14,607.29,Pearl Millet (Bajra)
73,40,32,30.58,55,6.21,607.61,Pearl Millet (Bajra)
73,39,31,30.86,56,6.13,627.28,Pearl Millet (Bajra)
74,39,32,30.8,54,6.28,609.06,Pearl Millet (Bajra)
73,40,33,30.67,55,6.1,625.98,Pearl Millet (Bajra)
73,39,32,30.77,55,6.21,617.11,Pearl Millet (Bajra)
74,38,32,30.68,56,6.27,607.66,Pearl Millet (Bajra)
73,38,32,30.81,55,6.12,610.77,Pearl Millet (Bajra)
74,39,32,30.66,55,6.27,625.29,Pearl Millet (Bajra)
73,38,31,30.54,56,6.24,613.96,Pearl Millet (Bajra)
73,39,31,30.74,56,6.26,623.55,Pearl Millet (Bajra)
72,38,33,30.63,56,6.24,617.06,Pearl Millet (Bajra)
75,37,32,30.53,55,6.27,611.26,Pearl Millet (Bajra)
73,39,33,30.71,55,6.15,606.51,Pearl Millet (Bajra)
75,37,31,30.78,55,6.13,615.94,Pearl Millet (Bajra)
74,38,32,30.61,54,6.22,618.56,Pearl Millet (Bajra)
71,38,33,30.72,56,6.17,604.64,Pearl Millet (Bajra)
74,37,32,30.75,55,6.18,612.51,Pearl Millet (Bajra)
71,38,31,30.54,55,6.19,611.17,Pearl Millet (Bajra)
72,38,32,30.81,55,6.25,625.71,Pearl Millet (Bajra)
72,37,32,30.85,55,6.26,614.72,Pearl Millet (Bajra)
71,39,32,30.67,55,6.28,611.01,Pearl Millet (Bajra)
73,39,32,30.62,55,6.3,605.28,Pearl Millet (Bajra)
70,37,33,30.52,55,6.21,622.76,Pearl Millet (Bajra)
73,37,31,30.65,54,6.14,625.81,Pearl Millet (Bajra)
74,39,32,30.75,54,6.13,609.62,Pearl Millet (Bajra)
73,38,32,30.52,54,6.24,623.84,Pearl Millet (Bajra)
73,38,32,30.65,55,6.12,603.97,Pearl Millet (Bajra)
73,37,31,30.84,54,6.28,621.02,Pearl Millet (Bajra)
71,39,32,30.85,54,6.22,624.84,Pearl Millet (Bajra)
71,39,32,30.8,55,6.13,608.98,Pearl Millet (Bajra)
73,38,32,30.71,55,6.13,629.23,Pearl Millet (Bajra)
58,31,40,29.68,44,7.42,73.93,Pearl Millet (bajra)
62,47,34,29.75,50,6.2,65.12,Pearl Millet (bajra)
80,27,27,28.59,34,6.63,56.64,Pearl Millet (bajra)
72,29,37,26.77,54,6.11,95.87,Pearl Millet (bajra)
94,33,38,29.96,48,6.63,78.18,Pearl Millet (bajra)
57,42,34,29.75,52,6.13,88.06,Pearl Millet (bajra)
94,32,40,29.52,48,6.08,97.13,Pearl Millet (bajra)
84,40,42,31.45,46,6.35,94.93,Pearl Millet (bajra)
62,32,43,28.36,52,5.76,57.96,Pearl Millet (bajra)
53,47,40,30.45,51,5.74,57.82,Pearl Millet (bajra)
57,37,42,28.65,50,5.53,94.64,Pearl Millet (bajra)
69,50,47,31.45,53,6.59,96.36,Pearl Millet (bajra)
89,44,30,30.17,62,7.46,89.08,Pearl Millet (bajra)
65,31,44,28.37,50,6.17,86.81,Pearl Millet (bajra)
74,58,25,28.42,38,7.07,92.49,Pearl Millet (bajra)
79,36,30,28.81,34,6.08,73.74,Pearl Millet (bajra)
63,40,51,27.27,50,6.66,92.3,Pearl Millet (bajra)
90,59,36,27.8,33,5.78,77.18,Pearl Millet (bajra)
81,43,45,28.19,47,7.16,69.83,Pearl Millet (bajra)
63,39,28,27.61,31,6.1,94.69,Pearl Millet (bajra)
77,42,36,30.61,39,6.97,84.11,Pearl Millet (bajra)
67,41,40,31.94,35,7.16,64.1,Pearl Millet (bajra)
88,47,36,30.43,49,6.11,98.4,Pearl Millet (bajra)
60,20,35,31.48,48,5.99,64.26,Pearl Millet (bajra)
92,34,42,26.73,52,7.41,53.0,Pearl Millet (bajra)
66,29,39,27.26,46,7.69,79.38,Pearl Millet (bajra)
87,38,26,28.18,41,6.31,86.24,Pearl Millet (bajra)
63,45,37,29.96,62,6.12,65.46,Pearl Millet (bajra)
84,40,41,32.17,60,7.05,95.89,Pearl Millet (bajra)
71,43,42,30.51,40,6.24,101.97,Pearl Millet (bajra)
85,53,41,32.01,39,7.03,64.55,Pearl Millet (bajra)
73,41,35,28.59,62,5.91,44.29,Pearl Millet (bajra)
73,39,41,32.69,46,7.11,91.32,Pearl Millet (bajra)
81,56,43,31.53,43,6.69,66.11,Pearl Millet (bajra)
68,55,37,29.85,55,6.24,63.27,Pearl Millet (bajra)
79,39,42,27.26,52,7.61,63.93,Pearl Millet (bajra)
69,29,38,28.94,41,7.16,72.82,Pearl Millet (bajra)
69,21,31,31.1,62,5.84,83.95,Pearl Millet (bajra)
69,54,30,30.02,38,6.65,52.69,Pearl Millet (bajra)
72,31,27,26.83,57,6.8,69.54,Pearl Millet (bajra)
76,54,33,30.37,63,6.96,67.82,Pearl Millet (bajra)
71,35,46,29.03,45,6.6,89.36,Pearl Millet (bajra)
70,35,41,29.97,37,7.02,70.46,Pearl Millet (bajra)
64,38,40,28.92,47,6.29,106.65,Pearl Millet (bajra)
63,51,52,27.96,43,6.38,58.68,Pearl Millet (bajra)
74,48,33,28.88,40,7.24,65.05,Pearl Millet (bajra)
88,27,30,28.13,50,6.51,116.32,Pearl Millet (bajra)
71,31,28,26.75,35,5.83,63.6,Pearl Millet (bajra)
84,36,32,29.93,46,6.04,62.62,Pearl Millet (bajra)
63,30,38,32.44,60,6.74,85.54,Pearl Millet (bajra)
70,32,36,30.22,57,6.01,87.19,Pearl Millet (bajra)
59,47,43,31.54,40,6.97,86.25,Pearl Millet (bajra)
80,36,35,30.98,60,6.98,91.39,Pearl Millet (bajra)
74,39,45,31.68,57,7.04,93.27,Pearl Millet (bajra)
85,43,35,29.26,52,5.95,104.23,Pearl Millet (bajra)
52,47,46,29.83,44,6.48,61.47,Pearl Millet (bajra)
86,26,52,29.3,51,6.59,72.49,Pearl Millet (bajra)
67,30,44,29.35,46,7.03,75.0,Pearl Millet (bajra)
78,52,44,26.85,31,7.16,92.6,Pearl Millet (bajra)
59,52,25,30.93,33,6.45,57.59,Pearl Millet (bajra)
72,47,38,26.0,46,5.74,96.49,Pearl Millet (bajra)
71,49,22,29.23,48,6.29,116.12,Pearl Millet (bajra)
70,44,24,33.35,44,6.55,49.69,Pearl Millet (bajra)
69,39,35,32.18,46,6.86,60.42,Pearl Millet (bajra)
71,28,46,30.01,46,6.94,80.31,Pearl Millet (bajra)
68,33,25,30.25,50,6.94,51.01,Pearl Millet (bajra)
67,36,39,28.31,43,6.35,82.64,Pearl Millet (bajra)
67,46,51,30.94,45,6.17,64.0,Pearl Millet (bajra)
78,29,38,30.26,42,6.06,111.19,Pearl Millet (bajra)
82,44,34,27.86,44,7.23,82.7,Pearl Millet (bajra)
59,28,37,28.17,55,5.96,110.83,Pearl Millet (bajra)
72,44,42,30.92,47,6.73,84.53,Pearl Millet (bajra)
62,22,39,31.49,53,5.62,83.78,Pearl Millet (bajra)
56,41,43,32.97,55,7.51,93.3,Pearl Millet (bajra)
84,29,47,27.74,48,6.37,92.15,Pearl Millet (bajra)
66,33,21,28.13,50,6.35,98.64,Pearl Millet (bajra)
89,36,42,30.11,39,5.62,100.61,Pearl Millet (bajra)
71,25,38,30.46,38,6.94,77.6,Pearl Millet (bajra)
68,30,35,28.42,43,6.85,40.89,Pearl Millet (bajra)
58,29,45,28.89,48,7.16,96.83,Pearl Millet (bajra)
77,29,28,26.91,58,7.17,116.13,Pearl Millet (bajra)
51,34,24,31.14,52,6.76,52.22,Pearl Millet (bajra)
74,56,53,31.64,53,7.34,55.92,Pearl Millet (bajra)
74,40,48,28.97,42,6.49,116.54,Pearl Millet (bajra)
83,44,49,27.3,42,6.97,70.38,Pearl Millet (bajra)
82,42,33,26.52,63,6.22,51.64,Pearl Millet (bajra)
74,30,22,28.75,57,6.68,58.45,Pearl Millet (bajra)
61,36,23,29.47,48,6.45,43.87,Pearl Millet (bajra)
83,52,36,28.69,52,6.32,70.8,Pearl Millet (bajra)
70,38,30,30.92,31,6.51,97.93,Pearl Millet (bajra)
74,49,46,28.85,48,6.19,57.05,Pearl Millet (bajra)
64,39,47,32.77,61,6.22,65.13,Pearl Millet (bajra)
63,26,51,28.13,47,6.25,92.71,Pearl Millet (bajra)
60,49,53,28.11,53,6.5,82.83,Pearl Millet (bajra)
77,24,31,33.82,43,5.97,103.11,Pearl Millet (bajra)
69,30,39,28.38,54,7.26,77.97,Pearl Millet (bajra)
78,36,25,29.24,54,6.84,73.44,Pearl Millet (bajra)
51,21,47,28.31,50,6.52,60.2,Pearl Millet (bajra)
69,47,30,32.75,47,6.13,74.73,Pearl Millet (bajra)
89,41,51,31.69,45,6.11,72.19,Pearl Millet (bajra)
70,26,49,30.69,44,6.05,50.59,Pearl Millet (bajra)
81,34,33,29.86,39,5.71,116.02,Pearl Millet (bajra)
55,39,46,27.72,39,5.81,50.67,Pearl Millet (bajra)
74,30,38,30.05,49,7.51,102.92,Pearl Millet (bajra)
83,30,22,27.42,38,6.84,114.67,Pearl Millet (bajra)
92,34,49,30.86,48,6.31,91.91,Pearl Millet (bajra)
67,42,47,33.65,60,7.38,115.91,Pearl Millet (bajra)
75,35,32,30.4,45,6.87,62.96,Pearl Millet (bajra)
58,45,51,31.22,58,6.38,61.41,Pearl Millet (bajra)
85,30,35,32.79,53,6.46,106.92,Pearl Millet (bajra)
63,33,37,29.01,35,6.22,112.5,Pearl Millet (bajra)
67,41,24,28.32,42,6.17,88.08,Pearl Millet (bajra)
91,47,34,29.39,46,7.33,66.36,Pearl Millet (bajra)
82,30,32,28.27,40,6.63,69.63,Pearl Millet (bajra)
67,27,35,26.34,45,5.93,53.93,Pearl Millet (bajra)
72,37,38,26.54,64,7.62,115.39,Pearl Millet (bajra)
92,48,41,29.71,50,6.61,100.25,Pearl Millet (bajra)
67,51,36,29.92,55,6.85,59.14,Pearl Millet (bajra)
74,39,42,29.99,62,6.51,88.32,Pearl Millet (bajra)
79,27,37,30.27,46,6.7,46.95,Pearl Millet (bajra)
76,35,43,27.87,34,7.01,87.35,Pearl Millet (bajra)
64,35,41,30.05,51,7.74,78.63,Pearl Millet (bajra)
72,39,45,32.0,52,6.51,107.16,Pearl Millet (bajra)
66,29,40,29.7,53,5.95,51.05,Pearl Millet (bajra)
94,26,30,31.15,49,6.06,84.32,Pearl Millet (bajra)
80,31,35,29.33,40,5.88,61.74,Pearl Millet (bajra)
61,38,27,27.24,54,7.19,74.26,Pearl Millet (bajra)
55,45,38,30.77,49,6.83,41.48,Pearl Millet (bajra)
64,44,42,29.57,46,6.54,55.31,Pearl Millet (bajra)
65,55,30,29.47,50,5.76,65.08,Pearl Millet (bajra)
76,42,41,30.02,56,6.4,62.86,Pearl Millet (bajra)
78,56,49,30.15,45,7.52,50.52,Pearl Millet (bajra)
58,24,37,32.78,37,6.32,70.52,Pearl Millet (bajra)
69,27,37,30.79,52,6.68,94.75,Pearl Millet (bajra)
77,39,51,31.3,32,6.5,45.97,Pearl Millet (bajra)
55,32,30,30.35,46,6.91,99.74,Pearl Millet (bajra)
84,39,36,32.9,43,7.2,103.46,Pearl Millet (bajra)
91,30,22,29.34,49,6.35,93.61,Pearl Millet (bajra)
86,59,42,32.34,46,7.09,85.22,Pearl Millet (bajra)
69,32,39,28.54,37,7.27,94.73,Pearl Millet (bajra)
89,44,34,29.31,48,6.45,69.62,Pearl Millet (bajra)
89,47,33,28.12,48,7.57,69.48,Pearl Millet (bajra)
74,37,54,28.09,60,6.76,80.69,Pearl Millet (bajra)
90,35,41,28.97,44,6.72,76.8,Pearl Millet (bajra)
64,32,36,28.35,50,6.34,53.98,Pearl Millet (bajra)
82,35,23,28.53,57,6.78,85.75,Pearl Millet (bajra)
70,42,28,30.49,48,6.1,84.02,Pearl Millet (bajra)
71,44,53,31.95,51,7.12,96.36,Pearl Millet (bajra)
74,39,20,28.89,44,6.19,42.8,Pearl Millet (bajra)
88,36,28,27.46,46,7.25,100.82,Pearl Millet (bajra)
54,38,54,28.71,50,6.86,117.64,Pearl Millet (bajra)
81,38,38,28.45,31,6.07,63.1,Pearl Millet (bajra)
75,25,27,31.5,43,6.8,84.07,Pearl Millet (bajra)
59,38,28,32.95,38,6.33,76.31,Pearl Millet (bajra)
83,53,38,29.45,37,5.54,106.95,Pearl Millet (bajra)
60,33,52,30.6,45,7.6,48.06,Pearl Millet (bajra)
74,40,43,28.44,38,5.92,89.49,Pearl Millet (bajra)
85,38,46,28.06,46,7.35,70.36,Pearl Millet (bajra)
80,30,43,29.54,37,7.32,85.25,Pearl Millet (bajra)
67,28,39,30.29,38,7.18,89.25,Pearl Millet (bajra)
89,46,32,26.8,52,6.09,89.37,Pearl Millet (bajra)
73,56,43,30.07,32,6.07,111.89,Pearl Millet (bajra)
68,34,25,31.89,54,6.88,48.41,Pearl Millet (bajra)
74,30,32,31.92,51,5.89,91.88,Pearl Millet (bajra)
67,36,23,26.62,40,7.33,81.84,Pearl Millet (bajra)
80,22,51,31.67,39,6.32,97.03,Pearl Millet (bajra)
74,25,32,26.7,49,7.06,114.8,Pearl Millet (bajra)
67,51,54,27.62,52,6.57,84.43,Pearl Millet (bajra)
60,57,34,33.97,41,5.55,56.3,Pearl Millet (bajra)
66,41,27,30.74,62,5.84,68.05,Pearl Millet (bajra)
75,53,45,29.78,49,5.9,80.97,Pearl Millet (bajra)
75,32,34,30.55,54,6.78,88.45,Pearl Millet (bajra)
85,41,37,27.76,56,6.77,85.38,Pearl Millet (bajra)
70,30,43,28.15,49,7.3,69.76,Pearl Millet (bajra)
59,42,35,28.28,43,6.82,88.83,Pearl Millet (bajra)
65,43,39,29.02,47,6.97,115.62,Pearl Millet (bajra)
74,35,52,30.55,61,6.02,59.82,Pearl Millet (bajra)
84,38,28,31.93,38,5.57,55.38,Pearl Millet (bajra)
81,35,40,31.96,61,6.63,106.4,Pearl Millet (bajra)
66,39,38,31.31,31,6.87,60.03,Pearl Millet (bajra)
73,30,28,28.66,52,6.32,93.37,Pearl Millet (bajra)
88,42,35,28.91,42,7.23,84.55,Pearl Millet (bajra)
74,53,33,28.12,38,6.43,64.87,Pearl Millet (bajra)
77,50,45,29.86,33,7.37,80.81,Pearl Millet (bajra)
66,48,44,31.3,50,6.23,81.8,Pearl Millet (bajra)
68,54,34,30.69,44,6.21,79.12,Pearl Millet (bajra)
69,58,40,29.75,31,6.72,53.29,Pearl Millet (bajra)
84,34,40,31.42,44,7.33,82.21,Pearl Millet (bajra)
75,50,42,30.2,38,6.49,76.01,Pearl Millet (bajra)
82,34,23,30.25,46,6.25,108.74,Pearl Millet (bajra)
67,47,30,29.04,46,7.01,115.21,Pearl Millet (bajra)
72,30,44,30.88,50,5.88,74.73,Pearl Millet (bajra)
55,41,35,30.39,36,6.67,41.79,Pearl Millet (bajra)
76,44,31,27.94,56,6.24,65.59,Pearl Millet (bajra)
88,29,46,30.37,46,6.29,74.47,Pearl Millet (bajra)
68,27,42,28.01,60,7.36,41.26,Pearl Millet (bajra)
73,28,32,32.63,36,6.45,103.78,Pearl Millet (bajra)
65,43,39,32.21,50,6.98,90.83,Pearl Millet (bajra)
74,38,30,27.49,49,6.81,80.24,Pearl Millet (bajra)
67,33,27,29.81,35,7.52,117.96,Pearl Millet (bajra)
76,36,46,30.71,40,7.19,70.61,Pearl Millet (bajra)
81,30,37,29.15,42,6.93,116.1,Pearl Millet (bajra)
79,35,32,28.97,34,6.75,113.59,Pearl Millet (bajra)
81,31,34,31.5,39,6.12,95.41,Pearl Millet (bajra)
62,49,44,28.42,55,6.9,86.97,Pearl Millet (bajra)
75,27,36,32.3,47,7.56,75.35,Pearl Millet (bajra)
74,53,50,28.51,50,6.75,103.78,Pearl Millet (bajra)
80,48,48,31.42,60,6.7,68.78,Pearl Millet (bajra)
87,43,42,29.71,49,6.07,99.72,Pearl Millet (bajra)
58,48,44,31.72,51,7.31,73.99,Pearl Millet (bajra)
57,56,52,30.09,52,6.77,74.88,Pearl Millet (bajra)
80,30,46,28.66,62,6.05,59.18,Pearl Millet (bajra)
65,34,36,27.18,38,6.4,105.89,Pearl Millet (bajra)
80,23,36,26.72,31,7.41,63.63,Pearl Millet (bajra)
80,52,37,28.36,48,6.19,75.34,Pearl Millet (bajra)
78,55,46,28.33,61,6.41,73.19,Pearl Millet (bajra)
87,57,44,31.03,48,6.13,48.87,Pearl Millet (bajra)
65,32,45,27.99,43,7.71,82.93,Pearl Millet (bajra)
63,42,31,27.5,58,6.14,82.2,Pearl Millet (bajra)
70,23,47,26.85,49,6.73,107.14,Pearl Millet (bajra)
70,38,44,30.38,52,6.79,43.47,Pearl Millet (bajra)
68,27,33,33.58,57,6.98,107.77,Pearl Millet (bajra)
76,34,38,29.49,54,7.02,117.92,Pearl Millet (bajra)
71,40,36,32.29,39,7.14,77.17,Pearl Millet (bajra)
69,27,34,29.08,54,6.53,83.45,Pearl Millet (bajra)
68,53,37,29.13,41,7.52,66.62,Pearl Millet (bajra)
78,45,38,31.45,57,5.77,99.5,Pearl Millet (bajra)
80,25,35,30.63,51,7.23,64.94,Pearl Millet (bajra)
86,46,30,28.42,47,7.03,95.8,Pearl Millet (bajra)
83,33,43,29.51,52,6.54,82.49,Pearl Millet (bajra)
79,44,39,30.86,49,7.04,71.13,Pearl Millet (bajra)
84,45,29,30.88,49,6.56,97.09,Pearl Millet (bajra)
82,30,33,29.25,50,6.9,79.13,Pearl Millet (bajra)
78,27,36,33.15,52,6.4,109.59,Pearl Millet (bajra)
68,41,31,33.26,42,7.39,108.39,Pearl Millet (bajra)
69,21,37,28.35,40,6.34,79.79,Pearl Millet (bajra)
64,53,34,29.12,46,7.15,80.82,Pearl Millet (bajra)
53,24,34,30.62,60,5.57,69.93,Pearl Millet (bajra)
86,49,30,33.31,42,6.34,64.23,Pearl Millet (bajra)
69,31,51,32.14,60,7.61,92.06,Pearl Millet (bajra)
68,53,36,30.37,40,5.68,86.86,Pearl Millet (bajra)
59,56,41,28.1,43,6.61,66.39,Pearl Millet (bajra)
67,51,29,29.36,51,6.87,83.19,Pearl Millet (bajra)
69,41,36,31.65,35,5.83,83.2,Pearl Millet (bajra)
61,44,23,29.93,63,7.5,90.09,Pearl Millet (bajra)
69,28,51,28.43,51,6.11,78.05,Pearl Millet (bajra)
61,28,24,29.27,37,7.04,95.84,Pearl Millet (bajra)
64,40,29,31.83,43,6.84,105.34,Pearl Millet (bajra)
60,58,28,29.3,39,7.24,106.07,Pearl Millet (bajra)
64,36,44,32.35,49,7.17,87.77,Pearl Millet (bajra)
64,34,38,29.94,48,7.09,62.34,Pearl Millet (bajra)
83,29,31,29.4,47,6.49,88.68,Pearl Millet (bajra)
69,27,33,27.65,43,5.86,70.95,Pearl Millet (bajra)
57,46,46,29.07,34,6.55,47.76,Pearl Millet (bajra)
63,44,40,29.87,62,6.04,80.14,Pearl Millet (bajra)
82,44,39,29.58,42,6.36,107.92,Pearl Millet (bajra)
68,50,39,27.5,50,6.33,70.27,Pearl Millet (bajra)
85,31,38,33.15,54,6.99,95.63,Pearl Millet (bajra)
58,23,45,28.66,55,7.36,74.7,Pearl Millet (bajra)
93,44,41,29.79,39,6.28,90.99,Pearl Millet (bajra)
79,28,26,27.42,37,6.55,84.96,Pearl Millet (bajra)
64,48,42,29.23,43,6.51,64.94,Pearl Millet (bajra)
90,39,42,28.98,58,6.28,104.15,Pearl Millet (bajra)
59,47,23,32.57,37,6.28,77.16,Pearl Millet (bajra)
66,33,46,26.3,38,5.71,72.34,Pearl Millet (bajra)
54,48,40,29.92,51,6.35,85.41,Pearl Millet (bajra)
92,53,31,27.46,41,7.23,53.8,Pearl Millet (bajra)
63,30,37,30.04,61,6.93,108.6,Pearl Millet (bajra)
57,45,37,31.44,54,6.23,76.41,Pearl Millet (bajra)
75,22,39,31.77,36,6.59,106.37,Pearl Millet (bajra)
58,40,49,26.49,48,5.94,116.25,Pearl Millet (bajra)
70,38,38,30.9,50,6.19,83.41,Pearl Millet (bajra)
64,57,35,30.69,36,6.35,71.8,Pearl Millet (bajra)
77,41,50,31.63,32,6.68,97.06,Pearl Millet (bajra)
89,38,38,29.49,57,7.14,106.26,Pearl Millet (bajra)
66,46,51,28.27,43,7.1,81.83,Pearl Millet (bajra)
50,40,30,28.26,51,6.16,65.46,Pearl Millet (bajra)
83,33,24,26.64,31,7.72,82.54,Pearl Millet (bajra)
51,50,36,30.07,37,6.23,61.35,Pearl Millet (bajra)
65,36,52,26.92,58,7.69,111.34,Pearl Millet (bajra)
72,41,33,29.02,49,6.83,64.03,Pearl Millet (bajra)
56,33,35,31.52,42,7.54,65.44,Pearl Millet (bajra)
76,44,36,33.87,53,7.09,74.4,Pearl Millet (bajra)
90,38,29,33.82,54,7.27,68.73,Pearl Millet (bajra)
57,31,41,33.02,44,6.56,56.43,Pearl Millet (bajra)
53,43,41,30.37,44,6.05,94.64,Pearl Millet (bajra)
68,44,29,29.76,37,5.55,77.71,Pearl Millet (bajra)
77,40,35,31.39,35,5.82,54.34,Pearl Millet (bajra)
80,31,30,31.8,34,6.59,97.87,Pearl Millet (bajra)
70,21,42,26.47,37,7.41,95.51,Pearl Millet (bajra)
53,39,35,26.28,49,5.89,55.56,Pearl Millet (bajra)
57,39,53,31.45,53,6.87,62.68,Pearl Millet (bajra)
93,51,48,33.05,38,7.18,71.02,Pearl Millet (bajra)
54,37,46,29.93,32,6.45,86.02,Pearl Millet (bajra)
73,52,38,29.53,50,5.55,70.8,Pearl Millet (bajra)
74,47,40,28.58,52,5.77,103.3,Pearl Millet (bajra)
73,45,34,30.34,64,7.05,83.58,Pearl Millet (bajra)
66,26,39,27.04,55,5.77,78.1,Pearl Millet (bajra)
65,25,40,32.44,45,7.77,103.7,Pearl Millet (bajra)
63,44,38,28.7,52,5.79,101.9,Pearl Millet (bajra)
79,41,46,33.02,48,7.5,75.08,Pearl Millet (bajra)
79,33,35,27.68,40,6.17,67.01,Pearl Millet (bajra)
74,39,26,28.71,42,5.93,46.72,Pearl Millet (bajra)
73,26,39,28.49,47,6.41,72.02,Pearl Millet (bajra)
60,29,27,29.21,54,6.69,45.43,Pearl Millet (bajra)
81,42,37,31.89,45,6.65,71.7,Pearl Millet (bajra)
65,57,41,31.35,56,6.6,79.29,Pearl Millet (bajra)
85,43,45,31.72,53,6.16,77.24,Pearl Millet (bajra)
84,45,34,26.6,49,6.84,105.25,Pearl Millet (bajra)
71,36,32,27.15,56,7.34,53.62,Pearl Millet (bajra)
56,41,46,28.64,61,6.28,94.82,Pearl Millet (bajra)
76,27,35,32.67,53,6.53,79.19,Pearl Millet (bajra)
58,38,37,27.21,61,6.08,92.29,Pearl Millet (bajra)
80,28,33,28.45,47,5.95,68.53,Pearl Millet (bajra)
87,49,21,29.27,55,6.85,95.07,Pearl Millet (bajra)
69,36,33,26.65,40,7.04,86.88,Pearl Millet (bajra)
91,22,36,30.32,47,6.9,92.13,Pearl Millet (bajra)
87,30,44,28.32,52,6.5,50.08,Pearl Millet (bajra)
80,40,40,29.84,56,6.68,82.55,Pearl Millet (bajra)
84,32,29,31.0,40,6.44,102.74,Pearl Millet (bajra)
85,44,39,31.15,41,5.93,41.28,Pearl Millet (bajra)
92,43,23,31.36,44,6.43,95.94,Pearl Millet (bajra)
57,38,29,31.65,45,7.12,68.24,Pearl Millet (bajra)
77,39,43,30.16,54,5.55,98.83,Pearl Millet (bajra)
66,42,28,27.19,57,6.53,86.27,Pearl Millet (bajra)
54,24,33,31.24,47,6.8,51.4,Pearl Millet (bajra)
83,25,26,32.55,61,6.36,75.46,Pearl Millet (bajra)
88,52,24,33.17,50,6.77,102.43,Pearl Millet (bajra)
72,55,39,31.78,49,7.72,84.57,Pearl Millet (bajra)
75,37,45,28.82,57,6.98,65.26,Pearl Millet (bajra)
52,37,52,29.33,30,6.82,84.75,Pearl Millet (bajra)
71,33,50,28.87,48,6.43,63.27,Pearl Millet (bajra)
90,52,47,29.48,56,7.02,104.59,Pearl Millet (bajra)
87,37,35,31.83,45,6.43,66.85,Pearl Millet (bajra)
60,38,48,29.64,46,6.16,46.92,Pearl Millet (bajra)
