N,P,K,temperature,humidity,ph,rainfall,region,season,water_source,water_availability,label
25,24,29,31.57,42.51,6.95,110.14,Maharashtra,Summer,rainfed,low,blackgram
34,33,24,33.36,34.64,7.0,98.18,Maharashtra,Summer,rainfed,low,blackgram
22,30,34,32.19,40.27,7.76,95.57,Maharashtra,Summer,rainfed,low,blackgram
29,32,28,33.22,42.46,6.97,88.74,Maharashtra,Summer,rainfed,low,blackgram
32,39,28,29.0,35.01,6.84,105.06,Maharashtra,Summer,rainfed,low,blackgram
29,24,27,33.82,39.11,6.6,72.92,Maharashtra,Summer,rainfed,low,blackgram
35,23,25,34.5,36.66,6.31,79.33,Maharashtra,Summer,rainfed,low,blackgram
38,28,28,35.16,41.28,6.76,84.93,Maharashtra,Summer,rainfed,low,blackgram
23,26,28,31.63,35.12,7.15,85.63,Maharashtra,Summer,rainfed,low,blackgram
30,42,31,34.07,44.54,6.93,111.97,Maharashtra,Summer,rainfed,low,blackgram
33,34,30,35.32,48.56,6.43,116.66,Maharashtra,Summer,rainfed,low,blackgram
23,33,33,34.56,42.95,7.02,91.85,Maharashtra,Summer,rainfed,low,blackgram
25,40,29,35.33,42.8,6.57,84.86,Maharashtra,Summer,rainfed,low,blackgram
28,31,34,36.31,39.53,7.17,82.4,Maharashtra,Summer,rainfed,low,blackgram
31,27,29,31.7,32.28,6.98,79.72,Maharashtra,Summer,rainfed,low,blackgram
27,33,31,30.39,32.94,7.03,78.28,Maharashtra,Summer,rainfed,low,blackgram
36,29,31,30.12,37.04,6.5,116.05,Maharashtra,Summer,rainfed,low,blackgram
30,31,25,34.13,39.35,6.47,97.15,Maharashtra,Summer,rainfed,low,blackgram
28,31,25,34.59,36.14,7.02,84.31,Maharashtra,Summer,rainfed,low,blackgram
40,27,34,33.51,35.86,7.04,92.11,Maharashtra,Summer,rainfed,low,blackgram
31,30,34,33.79,41.37,7.13,83.22,Maharashtra,Summer,rainfed,low,blackgram
31,39,33,34.14,39.62,6.7,64.59,Maharashtra,Summer,rainfed,low,blackgram
31,34,29,35.63,41.94,6.45,77.94,Maharashtra,Summer,rainfed,low,blackgram
29,36,31,32.46,37.34,7.26,98.3,Maharashtra,Summer,rainfed,low,blackgram
23,35,29,31.8,37.19,6.83,74.46,Maharashtra,Summer,rainfed,low,blackgram
35,26,30,34.34,37.44,6.83,90.14,Maharashtra,Summer,rainfed,low,blackgram
36,34,31,32.46,40.69,7.18,74.09,Maharashtra,Summer,rainfed,low,blackgram
29,33,26,35.04,36.92,7.16,72.4,Maharashtra,Summer,rainfed,low,blackgram
36,39,30,32.16,45.37,6.87,134.65,Maharashtra,Summer,rainfed,low,blackgram
34,33,34,33.91,38.05,6.95,90.76,Maharashtra,Summer,rainfed,low,blackgram
30,35,32,30.93,46.83,7.09,69.94,Maharashtra,Summer,rainfed,low,blackgram
27,39,26,34.34,43.07,6.73,100.47,Maharashtra,Summer,rainfed,low,blackgram
38,30,29,32.76,30.57,7.04,100.42,Maharashtra,Summer,rainfed,low,blackgram
30,37,28,32.07,38.73,7.61,122.92,Maharashtra,Summer,rainfed,low,blackgram
29,32,26,34.7,33.1,6.47,104.11,Maharashtra,Summer,rainfed,low,blackgram
27,29,34,32.13,41.16,6.77,100.72,Maharashtra,Summer,rainfed,low,blackgram
35,28,31,34.2,38.15,6.35,86.45,Maharashtra,Summer,rainfed,low,blackgram
27,31,30,32.3,41.47,6.66,83.35,Maharashtra,Summer,rainfed,low,blackgram
29,35,28,30.76,42.1,6.52,73.05,Maharashtra,Summer,rainfed,low,blackgram
29,38,34,34.12,39.85,7.28,92.27,Maharashtra,Summer,rainfed,low,blackgram
26,30,32,31.4,40.74,7.64,89.09,Maharashtra,Summer,rainfed,low,blackgram
32,36,30,34.92,39.21,6.86,117.65,Maharashtra,Summer,rainfed,low,blackgram
38,36,33,31.62,30.59,6.92,100.24,Maharashtra,Summer,rainfed,low,blackgram
26,44,26,31.08,40.21,6.96,91.12,Maharashtra,Summer,rainfed,low,blackgram
33,28,32,32.46,40.67,6.42,83.45,Maharashtra,Summer,rainfed,low,blackgram
22,31,40,32.98,36.31,6.95,102.93,Maharashtra,Summer,rainfed,low,blackgram
30,33,29,32.63,40.15,6.72,108.27,Maharashtra,Summer,rainfed,low,blackgram
30,25,30,32.2,44.43,7.07,88.98,Maharashtra,Summer,rainfed,low,blackgram
36,34,25,33.25,41.81,7.24,84.79,Maharashtra,Summer,rainfed,low,blackgram
40,28,31,34.36,39.04,6.56,104.56,Maharashtra,Summer,rainfed,low,blackgram
28,34,33,32.55,38.31,6.85,120.35,Maharashtra,Summer,rainfed,low,blackgram
36,31,30,31.32,31.24,7.05,84.43,Maharashtra,Summer,rainfed,low,blackgram
30,27,25,34.51,38.11,7.14,58.06,Maharashtra,Summer,rainfed,low,blackgram
35,26,38,33.54,40.26,7.15,80.96,Maharashtra,Summer,rainfed,low,blackgram
29,35,30,31.17,32.0,6.82,100.07,Maharashtra,Summer,rainfed,low,blackgram
36,31,29,32.74,38.89,7.13,86.7,Maharashtra,Summer,rainfed,low,blackgram
31,33,31,33.85,38.65,6.86,98.95,Maharashtra,Summer,rainfed,low,blackgram
40,29,37,32.34,37.25,6.93,107.42,Maharashtra,Summer,rainfed,low,blackgram
36,31,28,31.28,38.46,6.44,103.79,Maharashtra,Summer,rainfed,low,blackgram
26,35,30,33.79,39.78,6.7,80.86,Maharashtra,Summer,rainfed,low,blackgram
31,35,30,33.32,42.23,6.5,63.2,Maharashtra,Summer,rainfed,low,blackgram
28,34,34,33.2,42.88,6.63,91.56,Maharashtra,Summer,rainfed,low,blackgram
23,33,34,33.16,40.75,6.88,102.09,Maharashtra,Summer,rainfed,low,blackgram
32,42,34,32.56,36.88,7.07,71.36,Maharashtra,Summer,rainfed,low,blackgram
28,33,28,34.5,34.48,6.34,102.2,Maharashtra,Summer,rainfed,low,blackgram
34,36,28,32.89,40.27,6.85,77.37,Maharashtra,Summer,rainfed,low,blackgram
38,39,30,32.83,38.64,7.14,93.74,Maharashtra,Summer,rainfed,low,blackgram
29,34,36,32.88,36.87,6.81,62.74,Maharashtra,Summer,rainfed,low,blackgram
44,36,21,33.59,37.36,6.86,93.12,Maharashtra,Summer,rainfed,low,blackgram
35,30,33,33.23,39.58,6.82,105.33,Maharashtra,Summer,rainfed,low,blackgram
22,38,27,30.78,40.83,7.03,56.93,Maharashtra,Summer,rainfed,low,blackgram
36,38,29,35.03,34.4,6.93,86.89,Maharashtra,Summer,rainfed,low,blackgram
33,31,36,34.37,38.54,7.11,60.56,Maharashtra,Summer,rainfed,low,blackgram
31,32,32,33.03,42.33,6.71,86.44,Maharashtra,Summer,rainfed,low,blackgram
31,32,33,35.02,40.33,6.94,68.46,Maharashtra,Summer,rainfed,low,blackgram
34,40,29,34.15,38.13,7.29,98.63,Maharashtra,Summer,rainfed,low,blackgram
27,33,30,31.67,39.43,7.09,68.24,Maharashtra,Summer,rainfed,low,blackgram
28,30,28,32.67,39.45,6.41,123.68,Maharashtra,Summer,rainfed,low,blackgram
40,34,28,32.81,36.79,6.92,107.17,Maharashtra,Summer,rainfed,low,blackgram
28,34,34,32.55,36.31,6.52,69.62,Maharashtra,Summer,rainfed,low,blackgram
29,35,32,30.58,42.32,7.06,47.08,Maharashtra,Summer,rainfed,low,blackgram
19,36,25,33.09,41.88,7.23,95.37,Maharashtra,Summer,rainfed,low,blackgram
31,35,37,33.73,34.1,6.88,77.99,Maharashtra,Summer,rainfed,low,blackgram
32,37,29,36.5,42.82,6.8,67.21,Maharashtra,Summer,rainfed,low,blackgram
37,33,28,33.15,46.48,7.33,110.67,Maharashtra,Summer,rainfed,low,blackgram
28,35,34,32.78,40.23,6.81,95.74,Maharashtra,Summer,rainfed,low,blackgram
30,31,36,31.94,39.97,7.07,68.76,Maharashtra,Summer,rainfed,low,blackgram
37,29,28,34.47,36.84,6.83,114.39,Maharashtra,Summer,rainfed,low,blackgram
25,29,30,32.97,43.19,6.34,92.29,Maharashtra,Summer,rainfed,low,blackgram
41,35,27,34.39,38.38,6.47,71.96,Maharashtra,Summer,rainfed,low,blackgram
37,38,30,29.8,42.99,6.34,101.48,Maharashtra,Summer,rainfed,low,blackgram
25,28,28,30.87,35.54,7.46,95.27,Maharashtra,Summer,rainfed,low,blackgram
37,32,32,33.15,39.37,6.22,99.28,Maharashtra,Summer,rainfed,low,blackgram
116,54,65,29.61,69.38,6.33,571.27,Maharashtra,Kharif,drip,medium,brinjal
101,49,68,26.79,73.08,6.39,573.8,Maharashtra,Kharif,drip,medium,brinjal
111,42,66,26.52,71.15,6.14,553.84,Maharashtra,Kharif,drip,medium,brinjal
105,41,52,28.76,82.0,6.47,495.24,Maharashtra,Kharif,drip,medium,brinjal
128,48,75,25.7,74.41,6.05,602.43,Maharashtra,Kharif,drip,medium,brinjal
108,47,62,28.12,72.34,6.71,596.52,Maharashtra,Kharif,drip,medium,brinjal
129,49,75,26.0,72.9,6.67,567.24,Maharashtra,Kharif,drip,medium,brinjal
112,49,68,27.53,69.14,6.23,616.29,Maharashtra,Kharif,drip,medium,brinjal
125,59,60,27.36,70.54,6.48,506.01,Maharashtra,Kharif,drip,medium,brinjal
92,50,68,27.58,74.44,6.59,602.6,Maharashtra,Kharif,drip,medium,brinjal
109,55,60,25.25,66.88,6.48,564.16,Maharashtra,Kharif,drip,medium,brinjal
111,54,73,26.12,67.78,6.01,638.09,Maharashtra,Kharif,drip,medium,brinjal
112,46,59,28.18,64.37,6.41,590.36,Maharashtra,Kharif,drip,medium,brinjal
115,52,56,23.19,69.13,6.89,543.15,Maharashtra,Kharif,drip,medium,brinjal
115,47,68,27.5,71.7,6.96,560.46,Maharashtra,Kharif,drip,medium,brinjal
95,52,75,25.92,68.59,6.47,621.17,Maharashtra,Kharif,drip,medium,brinjal
118,49,82,25.12,76.82,6.28,511.67,Maharashtra,Kharif,drip,medium,brinjal
106,52,86,26.95,76.13,6.56,531.82,Maharashtra,Kharif,drip,medium,brinjal
127,45,68,26.92,76.74,6.38,602.97,Maharashtra,Kharif,drip,medium,brinjal
108,46,73,25.32,77.3,6.39,671.92,Maharashtra,Kharif,drip,medium,brinjal
118,56,73,27.78,67.44,6.56,502.63,Maharashtra,Kharif,drip,medium,brinjal
105,53,63,28.59,68.7,6.24,539.19,Maharashtra,Kharif,drip,medium,brinjal
128,51,59,26.62,72.15,6.27,646.7,Maharashtra,Kharif,drip,medium,brinjal
107,47,67,28.47,60.0,6.64,597.42,Maharashtra,Kharif,drip,medium,brinjal
113,52,69,28.15,74.73,6.59,514.75,Maharashtra,Kharif,drip,medium,brinjal
108,39,87,25.56,64.45,6.44,569.4,Maharashtra,Kharif,drip,medium,brinjal
99,49,55,27.92,72.44,6.6,572.88,Maharashtra,Kharif,drip,medium,brinjal
113,54,62,25.73,72.05,6.56,457.64,Maharashtra,Kharif,drip,medium,brinjal
108,46,76,26.61,77.16,6.5,431.57,Maharashtra,Kharif,drip,medium,brinjal
120,55,63,25.81,73.41,6.7,474.69,Maharashtra,Kharif,drip,medium,brinjal
118,60,68,27.01,75.0,6.35,534.23,Maharashtra,Kharif,drip,medium,brinjal
101,49,70,26.59,72.0,6.8,513.25,Maharashtra,Kharif,drip,medium,brinjal
108,51,76,26.58,73.93,6.09,476.24,Maharashtra,Kharif,drip,medium,brinjal
109,44,79,25.69,76.71,6.31,595.05,Maharashtra,Kharif,drip,medium,brinjal
101,46,75,27.97,71.45,6.66,452.22,Maharashtra,Kharif,drip,medium,brinjal
119,53,83,28.02,67.5,6.09,599.21,Maharashtra,Kharif,drip,medium,brinjal
117,51,61,26.61,69.62,6.62,550.5,Maharashtra,Kharif,drip,medium,brinjal
99,46,58,27.78,69.9,6.47,532.22,Maharashtra,Kharif,drip,medium,brinjal
94,49,70,27.67,67.33,6.62,437.74,Maharashtra,Kharif,drip,medium,brinjal
120,52,69,27.11,67.12,6.4,562.34,Maharashtra,Kharif,drip,medium,brinjal
116,45,69,26.91,72.62,6.44,603.15,Maharashtra,Kharif,drip,medium,brinjal
106,47,65,26.01,63.26,6.88,506.92,Maharashtra,Kharif,drip,medium,brinjal
121,43,64,26.93,68.24,6.66,465.94,Maharashtra,Kharif,drip,medium,brinjal
113,41,71,27.27,71.76,6.71,429.55,Maharashtra,Kharif,drip,medium,brinjal
108,50,81,27.75,72.92,6.18,535.97,Maharashtra,Kharif,drip,medium,brinjal
115,42,65,25.71,70.98,6.57,535.44,Maharashtra,Kharif,drip,medium,brinjal
109,42,75,26.72,72.29,6.3,620.96,Maharashtra,Kharif,drip,medium,brinjal
114,49,62,25.52,66.0,6.37,548.96,Maharashtra,Kharif,drip,medium,brinjal
112,49,62,26.64,76.93,6.65,462.91,Maharashtra,Kharif,drip,medium,brinjal
114,50,77,27.56,64.71,6.48,496.73,Maharashtra,Kharif,drip,medium,brinjal
140,55,75,28.59,73.91,6.15,527.5,Maharashtra,Kharif,drip,medium,brinjal
101,49,76,25.87,65.59,6.52,520.25,Maharashtra,Kharif,drip,medium,brinjal
103,43,67,26.3,70.93,6.58,536.58,Maharashtra,Kharif,drip,medium,brinjal
116,54,66,24.79,74.74,6.43,525.7,Maharashtra,Kharif,drip,medium,brinjal
126,54,85,27.72,71.0,6.19,578.29,Maharashtra,Kharif,drip,medium,brinjal
117,46,77,29.57,73.25,6.98,475.92,Maharashtra,Kharif,drip,medium,brinjal
115,46,72,27.55,67.89,6.52,640.65,Maharashtra,Kharif,drip,medium,brinjal
112,57,60,26.61,73.82,6.98,498.42,Maharashtra,Kharif,drip,medium,brinjal
108,45,65,27.54,77.46,6.9,510.95,Maharashtra,Kharif,drip,medium,brinjal
112,50,77,29.29,68.32,6.52,539.44,Maharashtra,Kharif,drip,medium,brinjal
101,50,57,24.65,67.32,6.85,536.86,Maharashtra,Kharif,drip,medium,brinjal
115,55,59,27.68,66.79,6.8,591.95,Maharashtra,Kharif,drip,medium,brinjal
113,49,63,25.49,68.87,6.34,408.91,Maharashtra,Kharif,drip,medium,brinjal
108,49,56,26.2,70.3,6.18,545.81,Maharashtra,Kharif,drip,medium,brinjal
112,47,69,27.87,67.4,6.3,540.73,Maharashtra,Kharif,drip,medium,brinjal
111,55,82,26.93,64.86,6.58,709.17,Maharashtra,Kharif,drip,medium,brinjal
100,53,66,27.89,74.17,6.28,488.43,Maharashtra,Kharif,drip,medium,brinjal
109,51,81,27.32,76.75,6.48,542.08,Maharashtra,Kharif,drip,medium,brinjal
90,46,75,26.81,73.98,6.64,452.72,Maharashtra,Kharif,drip,medium,brinjal
91,48,63,26.91,74.74,5.98,635.29,Maharashtra,Kharif,drip,medium,brinjal
114,45,63,27.03,71.71,6.63,597.64,Maharashtra,Kharif,drip,medium,brinjal
120,57,61,25.08,78.1,6.54,491.97,Maharashtra,Kharif,drip,medium,brinjal
105,47,67,27.06,73.3,6.34,483.14,Maharashtra,Kharif,drip,medium,brinjal
122,54,64,28.06,76.91,6.54,504.07,Maharashtra,Kharif,drip,medium,brinjal
111,53,70,26.12,67.3,5.82,466.32,Maharashtra,Kharif,drip,medium,brinjal
122,54,77,26.5,75.63,6.77,422.39,Maharashtra,Kharif,drip,medium,brinjal
113,48,62,26.26,69.77,6.3,505.8,Maharashtra,Kharif,drip,medium,brinjal
107,38,70,27.41,66.95,6.3,487.97,Maharashtra,Kharif,drip,medium,brinjal
126,49,78,27.4,72.46,6.61,564.73,Maharashtra,Kharif,drip,medium,brinjal
114,46,83,28.12,72.61,6.62,574.5,Maharashtra,Kharif,drip,medium,brinjal
94,53,80,27.15,71.42,6.58,502.73,Maharashtra,Kharif,drip,medium,brinjal
94,56,75,24.59,74.66,6.66,476.22,Maharashtra,Kharif,drip,medium,brinjal
116,52,74,26.73,80.13,6.8,504.74,Maharashtra,Kharif,drip,medium,brinjal
119,59,69,27.8,71.3,6.2,477.73,Maharashtra,Kharif,drip,medium,brinjal
96,40,69,26.12,67.87,6.22,407.76,Maharashtra,Kharif,drip,medium,brinjal
121,49,74,28.57,69.61,6.12,571.87,Maharashtra,Kharif,drip,medium,brinjal
104,47,62,25.73,65.0,6.64,594.46,Maharashtra,Kharif,drip,medium,brinjal
96,47,63,26.35,67.01,6.93,531.4,Maharashtra,Kharif,drip,medium,brinjal
117,44,60,26.97,67.84,6.31,495.83,Maharashtra,Kharif,drip,medium,brinjal
106,50,74,26.31,69.1,6.49,490.4,Maharashtra,Kharif,drip,medium,brinjal
108,57,63,27.65,72.99,6.01,490.45,Maharashtra,Kharif,drip,medium,brinjal
109,53,63,24.65,66.95,6.48,557.77,Maharashtra,Kharif,drip,medium,brinjal
131,53,80,25.74,65.36,6.7,500.05,Maharashtra,Kharif,drip,medium,brinjal
114,52,76,26.69,74.62,6.54,456.23,Maharashtra,Kharif,drip,medium,brinjal
114,50,82,27.35,68.34,6.74,650.98,Maharashtra,Kharif,drip,medium,brinjal
107,42,80,27.45,68.56,6.52,589.44,Maharashtra,Kharif,drip,medium,brinjal
115,45,84,25.85,71.59,6.59,457.06,Maharashtra,Kharif,drip,medium,brinjal
100,51,58,26.01,75.77,6.34,605.93,Maharashtra,Kharif,drip,medium,brinjal
113,41,63,26.71,69.96,6.09,496.19,Maharashtra,Kharif,drip,medium,brinjal
115,52,75,24.88,69.46,6.77,673.7,Maharashtra,Kharif,drip,medium,brinjal
95,48,69,27.04,73.21,6.6,528.41,Maharashtra,Kharif,drip,medium,brinjal
119,48,66,26.97,70.79,6.39,521.56,Maharashtra,Kharif,drip,medium,brinjal
104,45,83,26.56,69.04,6.58,575.68,Maharashtra,Kharif,drip,medium,brinjal
104,42,71,24.92,76.11,6.18,450.49,Maharashtra,Kharif,drip,medium,brinjal
95,43,59,23.93,69.17,5.83,532.75,Maharashtra,Kharif,drip,medium,brinjal
105,55,66,26.06,64.86,6.64,512.14,Maharashtra,Kharif,drip,medium,brinjal
98,43,85,29.25,66.44,6.39,612.68,Maharashtra,Kharif,drip,medium,brinjal
106,43,67,26.44,72.32,6.15,604.99,Maharashtra,Kharif,drip,medium,brinjal
99,53,70,27.78,66.66,6.84,635.64,Maharashtra,Kharif,drip,medium,brinjal
97,54,67,26.93,72.08,6.65,560.43,Maharashtra,Kharif,drip,medium,brinjal
108,53,77,25.47,66.06,6.54,656.9,Maharashtra,Kharif,drip,medium,brinjal
114,50,65,27.48,69.61,6.68,503.99,Maharashtra,Kharif,drip,medium,brinjal
107,56,74,26.74,67.37,6.57,556.97,Maharashtra,Kharif,drip,medium,brinjal
98,55,70,27.35,67.99,6.92,592.54,Maharashtra,Kharif,drip,medium,brinjal
107,47,78,27.61,76.39,6.22,682.08,Maharashtra,Kharif,drip,medium,brinjal
87,49,63,25.34,74.0,6.69,512.38,Maharashtra,Kharif,drip,medium,brinjal
119,54,74,28.69,66.56,6.84,537.9,Maharashtra,Kharif,drip,medium,brinjal
113,54,59,25.33,74.79,6.53,538.75,Maharashtra,Kharif,drip,medium,brinjal
99,53,63,27.85,75.5,6.58,518.23,Maharashtra,Kharif,drip,medium,brinjal
122,48,72,29.16,66.74,6.68,571.49,Maharashtra,Kharif,drip,medium,brinjal
111,48,74,28.59,74.32,6.44,556.17,Maharashtra,Kharif,drip,medium,brinjal
100,45,77,27.8,67.33,6.72,450.61,Maharashtra,Kharif,drip,medium,brinjal
121,45,72,27.69,72.84,6.4,507.85,Maharashtra,Kharif,drip,medium,brinjal
98,40,70,27.84,71.72,6.56,571.69,Maharashtra,Kharif,drip,medium,brinjal
108,53,66,24.76,69.36,6.3,521.0,Maharashtra,Kharif,drip,medium,brinjal
118,45,71,26.42,60.0,6.37,494.25,Maharashtra,Kharif,drip,medium,brinjal
104,49,75,27.26,68.25,6.67,735.44,Maharashtra,Kharif,drip,medium,brinjal
121,47,59,27.99,71.21,6.45,560.52,Maharashtra,Kharif,drip,medium,brinjal
125,48,80,26.25,68.73,6.23,542.8,Maharashtra,Kharif,drip,medium,brinjal
129,47,74,26.59,66.84,6.66,492.73,Maharashtra,Kharif,drip,medium,brinjal
111,46,74,27.38,68.4,6.77,582.82,Maharashtra,Kharif,drip,medium,brinjal
114,46,83,25.95,70.66,6.19,589.44,Maharashtra,Kharif,drip,medium,brinjal
108,46,70,24.59,74.5,6.32,562.25,Maharashtra,Kharif,drip,medium,brinjal
120,51,67,26.71,70.64,6.39,596.28,Maharashtra,Kharif,drip,medium,brinjal
138,52,63,26.32,70.8,6.52,629.66,Maharashtra,Kharif,drip,medium,brinjal
115,52,73,27.15,69.17,6.43,533.37,Maharashtra,Kharif,drip,medium,brinjal
103,49,79,24.99,69.46,6.54,474.97,Maharashtra,Kharif,drip,medium,brinjal
106,58,63,27.64,65.07,6.82,545.63,Maharashtra,Kharif,drip,medium,brinjal
102,57,88,25.91,69.05,6.45,729.12,Maharashtra,Kharif,drip,medium,brinjal
109,51,71,28.33,71.38,6.32,494.77,Maharashtra,Kharif,drip,medium,brinjal
117,38,73,26.9,75.27,6.73,487.57,Maharashtra,Kharif,drip,medium,brinjal
106,52,74,26.9,74.38,6.74,609.25,Maharashtra,Kharif,drip,medium,brinjal
109,55,79,25.93,68.56,6.6,530.97,Maharashtra,Kharif,drip,medium,brinjal
113,53,79,28.13,70.17,6.52,510.97,Maharashtra,Kharif,drip,medium,brinjal
112,48,66,27.33,67.03,6.62,534.74,Maharashtra,Kharif,drip,medium,brinjal
124,55,67,28.24,75.13,6.82,496.34,Maharashtra,Kharif,drip,medium,brinjal
107,50,64,26.41,67.68,6.99,644.31,Maharashtra,Kharif,drip,medium,brinjal
118,46,64,29.23,77.12,6.18,574.29,Maharashtra,Kharif,drip,medium,brinjal
106,51,58,26.68,75.71,6.38,531.04,Maharashtra,Kharif,drip,medium,brinjal
134,43,69,27.56,71.71,6.29,500.42,Maharashtra,Kharif,drip,medium,brinjal
113,51,71,25.07,71.64,6.24,651.33,Maharashtra,Kharif,drip,medium,brinjal
115,43,84,26.12,69.47,6.47,604.97,Maharashtra,Kharif,drip,medium,brinjal
106,55,75,26.55,68.68,6.66,585.24,Maharashtra,Kharif,drip,medium,brinjal
87,52,65,27.74,71.98,6.68,547.79,Maharashtra,Kharif,drip,medium,brinjal
121,45,75,27.2,67.05,6.33,578.79,Maharashtra,Kharif,drip,medium,brinjal
113,42,78,28.62,73.89,6.79,517.54,Maharashtra,Kharif,drip,medium,brinjal
132,50,81,27.99,70.69,6.91,492.91,Maharashtra,Kharif,drip,medium,brinjal
115,53,77,25.48,74.02,6.51,594.43,Maharashtra,Kharif,drip,medium,brinjal
113,42,77,27.17,73.53,6.58,561.12,Maharashtra,Kharif,drip,medium,brinjal
120,49,74,30.21,72.76,6.64,533.44,Maharashtra,Kharif,drip,medium,brinjal
116,48,78,26.96,71.58,6.29,457.43,Maharashtra,Kharif,drip,medium,brinjal
119,46,65,27.33,74.63,6.21,667.5,Maharashtra,Kharif,drip,medium,brinjal
123,46,78,29.12,74.82,6.47,563.73,Maharashtra,Kharif,drip,medium,brinjal
104,56,60,27.18,74.93,6.24,587.59,Maharashtra,Kharif,drip,medium,brinjal
120,59,62,25.7,63.57,6.41,584.29,Maharashtra,Kharif,drip,medium,brinjal
114,54,61,26.09,68.51,6.17,678.87,Maharashtra,Kharif,drip,medium,brinjal
118,53,61,26.64,73.23,5.9,526.24,Maharashtra,Kharif,drip,medium,brinjal
103,58,70,27.53,75.2,6.82,489.11,Maharashtra,Kharif,drip,medium,brinjal
114,47,69,26.34,74.54,6.67,628.18,Maharashtra,Kharif,drip,medium,brinjal
100,43,70,26.99,75.41,6.91,530.71,Maharashtra,Kharif,drip,medium,brinjal
109,57,66,26.39,72.89,6.51,559.95,Maharashtra,Kharif,drip,medium,brinjal
121,47,67,26.03,66.9,6.66,514.81,Maharashtra,Kharif,drip,medium,brinjal
109,59,77,26.56,69.08,6.58,548.99,Maharashtra,Kharif,drip,medium,brinjal
104,48,76,25.96,71.55,6.71,535.53,Maharashtra,Kharif,drip,medium,brinjal
89,54,75,26.59,75.16,6.3,549.38,Maharashtra,Kharif,drip,medium,brinjal
105,44,75,29.77,65.45,6.25,611.02,Maharashtra,Kharif,drip,medium,brinjal
108,53,75,28.83,65.7,6.36,537.27,Maharashtra,Kharif,drip,medium,brinjal
109,48,64,28.08,79.35,6.84,548.05,Maharashtra,Kharif,drip,medium,brinjal
101,45,67,27.45,76.1,6.52,625.24,Maharashtra,Kharif,drip,medium,brinjal
114,52,79,27.11,72.49,6.85,483.78,Maharashtra,Kharif,drip,medium,brinjal
111,48,65,27.79,64.61,6.16,643.87,Maharashtra,Kharif,drip,medium,brinjal
115,45,66,24.46,72.69,6.8,514.85,Maharashtra,Kharif,drip,medium,brinjal
114,47,68,25.2,71.8,6.07,477.67,Maharashtra,Kharif,drip,medium,brinjal
121,47,53,23.0,70.23,6.11,490.31,Maharashtra,Kharif,drip,medium,brinjal
123,50,62,26.79,69.37,6.7,672.62,Maharashtra,Kharif,drip,medium,brinjal
118,49,81,27.8,70.93,6.32,574.84,Maharashtra,Kharif,drip,medium,brinjal
111,45,67,26.39,78.59,6.53,507.75,Maharashtra,Kharif,drip,medium,brinjal
126,55,70,27.82,73.68,6.11,530.17,Maharashtra,Kharif,drip,medium,brinjal
96,50,70,25.42,69.69,6.94,677.72,Maharashtra,Kharif,drip,medium,brinjal
108,46,76,27.33,70.4,6.17,519.46,Maharashtra,Kharif,drip,medium,brinjal
117,64,68,28.27,79.03,6.78,689.81,Maharashtra,Kharif,drip,medium,brinjal
107,55,76,26.23,67.2,6.69,543.69,Maharashtra,Kharif,drip,medium,brinjal
96,49,55,27.42,66.81,6.56,447.79,Maharashtra,Kharif,drip,medium,brinjal
117,42,78,25.57,72.41,6.13,599.99,Maharashtra,Kharif,drip,medium,brinjal
116,49,66,27.22,67.03,6.38,574.11,Maharashtra,Kharif,drip,medium,brinjal
112,54,71,26.46,68.94,6.66,712.93,Maharashtra,Kharif,drip,medium,brinjal
110,49,74,28.42,71.15,5.99,651.5,Maharashtra,Kharif,drip,medium,brinjal
116,53,77,27.76,67.71,6.39,605.82,Maharashtra,Kharif,drip,medium,brinjal
109,50,76,24.5,66.74,6.39,645.77,Maharashtra,Kharif,drip,medium,brinjal
108,46,70,27.97,75.89,6.68,533.83,Maharashtra,Kharif,drip,medium,brinjal
108,57,78,28.39,73.11,6.2,437.65,Maharashtra,Kharif,drip,medium,brinjal
98,46,90,26.98,77.36,6.56,534.55,Maharashtra,Kharif,drip,medium,brinjal
98,48,72,26.51,77.04,6.36,515.32,Maharashtra,Kharif,drip,medium,brinjal
130,44,65,28.21,76.44,6.26,590.84,Maharashtra,Kharif,drip,medium,brinjal
120,47,76,28.83,76.95,6.36,456.64,Maharashtra,Kharif,drip,medium,brinjal
95,47,61,26.3,76.94,7.02,491.3,Maharashtra,Kharif,drip,medium,brinjal
100,46,69,25.2,72.02,6.88,445.88,Maharashtra,Kharif,drip,medium,brinjal
118,65,80,25.86,69.16,6.51,567.57,Maharashtra,Kharif,drip,medium,brinjal
112,58,70,25.2,68.3,6.61,472.13,Maharashtra,Kharif,drip,medium,brinjal
122,48,66,24.77,67.18,6.36,570.7,Maharashtra,Kharif,drip,medium,brinjal
125,45,64,26.07,71.05,6.09,664.6,Maharashtra,Kharif,drip,medium,brinjal
119,50,73,27.2,68.56,6.5,495.16,Maharashtra,Kharif,drip,medium,brinjal
93,53,61,24.94,69.81,6.53,513.85,Maharashtra,Kharif,drip,medium,brinjal
99,51,69,25.38,67.44,6.47,618.51,Maharashtra,Kharif,drip,medium,brinjal
100,51,75,26.97,70.67,6.13,569.99,Maharashtra,Kharif,drip,medium,brinjal
98,52,71,26.61,67.08,6.14,445.2,Maharashtra,Kharif,drip,medium,brinjal
121,36,66,28.02,66.59,6.15,498.46,Maharashtra,Kharif,drip,medium,brinjal
